threshold,false_positives,fp_per_scan,true_positives,sensitivity
0.0010800831951200962,262,3.0114942528735633,98,1.0
0.0010708286426961422,263,3.0229885057471266,98,1.0
0.0010663834400475025,264,3.0344827586206895,98,1.0
0.0010499111376702785,265,3.045977011494253,98,1.0
0.001039576018229127,266,3.057471264367816,98,1.0
0.0010391545947641134,267,3.0689655172413794,98,1.0
0.0010354266269132495,268,3.0804597701149423,98,1.0
0.0010345263872295618,269,3.0919540229885056,98,1.0
0.00102660758420825,270,3.103448275862069,98,1.0
0.0010191983310505748,271,3.1149425287356323,98,1.0
0.001017117640003562,272,3.1264367816091956,98,1.0
0.0010128295980393887,273,3.1379310344827585,98,1.0
0.000984981539659202,274,3.1494252873563218,98,1.0
0.000983400153927505,275,3.160919540229885,98,1.0
0.0009776022052392364,276,3.1724137931034484,98,1.0
0.0009736253414303064,277,3.1839080459770117,98,1.0
0.0009686783887445927,278,3.1954022988505746,98,1.0
0.0009621076169423759,279,3.206896551724138,98,1.0
0.0009589248220436275,280,3.218390804597701,98,1.0
0.0009493445977568626,281,3.2298850574712645,98,1.0
0.0009440085850656033,282,3.2413793103448274,98,1.0
0.000942353333812207,283,3.2528735632183907,98,1.0
0.0009116950095631182,284,3.264367816091954,98,1.0
0.0009024647297337651,285,3.2758620689655173,98,1.0
0.0008861577371135354,286,3.2873563218390807,98,1.0
0.0008774385787546635,287,3.2988505747126435,98,1.0
0.000854985264595598,288,3.310344827586207,98,1.0
0.0008350338321179152,289,3.32183908045977,98,1.0
0.0008310916600748897,290,3.3333333333333335,98,1.0
0.00081939238589257,291,3.3448275862068964,98,1.0
0.0007988090510480106,292,3.3563218390804597,98,1.0
0.0007893614238128066,293,3.367816091954023,98,1.0
0.0007866401574574411,294,3.3793103448275863,98,1.0
0.0007864704239182174,295,3.3908045977011496,98,1.0
0.0007862565107643604,296,3.4022988505747125,98,1.0
0.0007792937103658915,297,3.413793103448276,98,1.0
0.0007762183086015284,298,3.425287356321839,98,1.0
0.0007753962418064475,299,3.4367816091954024,98,1.0
0.0007671260973438621,300,3.4482758620689653,98,1.0
0.0007632010383531451,301,3.4597701149425286,98,1.0
0.0007548612193204463,302,3.471264367816092,98,1.0
0.0007546126726083457,303,3.4827586206896552,98,1.0
0.0007545800181105733,304,3.4942528735632186,98,1.0
0.0007456188322976232,305,3.5057471264367814,98,1.0
0.0007358458824455738,306,3.5172413793103448,98,1.0
0.0007309466018341482,307,3.528735632183908,98,1.0
0.0007292444352060556,308,3.5402298850574714,98,1.0
0.0007245857850648463,309,3.5517241379310347,98,1.0
0.0007238886901177466,310,3.5632183908045976,98,1.0
0.0007007852545939386,311,3.574712643678161,98,1.0
0.0006834860541857779,312,3.586206896551724,98,1.0
0.0006775828660465777,313,3.5977011494252875,98,1.0
0.0006762839038856328,314,3.6091954022988504,98,1.0
0.0006646619876846671,315,3.6206896551724137,98,1.0
0.0006645815446972847,316,3.632183908045977,98,1.0
0.000653933675494045,317,3.6436781609195403,98,1.0
0.0006429565837606788,318,3.6551724137931036,98,1.0
0.0006424493622034788,319,3.6666666666666665,98,1.0
0.0006129520479589701,320,3.67816091954023,98,1.0
0.0006100184982642531,321,3.689655172413793,98,1.0
0.0005880968528799713,322,3.7011494252873565,98,1.0
0.0005732816061936319,323,3.7126436781609193,98,1.0
0.0005701197660528123,324,3.7241379310344827,98,1.0
0.00055354816140607,325,3.735632183908046,98,1.0
0.0005440509412437677,326,3.7471264367816093,98,1.0
0.0005405095289461315,327,3.7586206896551726,98,1.0
0.0005403158720582724,328,3.7701149425287355,98,1.0
0.0005345667595975101,329,3.781609195402299,98,1.0
0.000511141202878207,330,3.793103448275862,98,1.0
0.0005050207255408168,331,3.8045977011494254,98,1.0
0.0005042902776040137,332,3.8160919540229883,98,1.0
0.0005021278047934175,333,3.8275862068965516,98,1.0
0.0004880213236901909,334,3.839080459770115,98,1.0
0.0004706756735686213,335,3.8505747126436782,98,1.0
0.0004641424457076937,336,3.8620689655172415,98,1.0
0.0004636491648852825,337,3.8735632183908044,98,1.0
0.00045270967530086637,338,3.8850574712643677,98,1.0
0.0004512949089985341,339,3.896551724137931,98,1.0
0.00043734334758482873,340,3.9080459770114944,98,1.0
0.0004350536910351366,341,3.9195402298850577,98,1.0
0.0004259619163349271,342,3.9310344827586206,98,1.0
0.00042085052700713277,343,3.942528735632184,98,1.0
0.0004183440178167075,344,3.954022988505747,98,1.0
0.0004177486407570541,345,3.9655172413793105,98,1.0
